train/n_updates,rollout/ep_len_mean,train/actor_loss,time/fps,time/time_elapsed,rollout/ep_rew_mean,time/total timesteps,time/episodes,train/learning_rate,rollout/success rate,train/critic_loss
564460,56.18,335.39686889648436,30,18761,-56.51749677,564562,9849,0.001,0.53,5206.023828125
564560,56.18,327.4810516357422,30,18787,-56.10027967,564662,9850,0.001,0.53,4938.34175415039
564660,56.18,326.0771179199219,30,18815,-51.632159030000004,564762,9851,0.001,0.53,5103.532949829101
,55.94,,29,18826,-51.540901160000004,564774,9852,,0.53,
564760,56.84,329.75823364257815,29,18857,-52.763430650000004,564874,9853,0.001,0.52,4918.150207519531
564780,55.99,327.6753173828125,29,18863,-52.53319542,564889,9854,0.001,0.53,5157.419442749024
564880,56.91,327.1976379394531,29,18887,-53.46141438000001,564989,9855,0.001,0.52,4770.064938354492
564980,56.91,323.1626403808594,29,18916,-53.69223211999999,565089,9856,0.001,0.52,5563.062799072266
,56.01,,29,18919,-53.16798274,565099,9857,,0.53,
565080,56.01,323.5226776123047,29,18938,-53.40519451,565199,9858,0.001,0.53,5609.673364257813
565180,56.15,331.16192321777345,29,18963,-54.42940254,565299,9859,0.001,0.52,4519.168856811523
565200,55.28,323.9175628662109,29,18974,-52.023938109999996,565312,9860,0.001,0.53,5700.214324951172
565300,56.23,327.95775451660154,29,18996,-52.807084,565412,9861,0.001,0.52,5856.547155761718
565320,56.24,326.8350006103516,29,18999,-52.87266906,565421,9862,0.001,0.52,4639.359799194336
565420,57.18,320.3035583496094,29,19025,-53.73668495,565521,9863,0.001,0.51,6100.865435791015
565520,58.14,322.7569976806641,29,19049,-54.474717889999994,565621,9864,0.001,0.5,4725.797805786133
565620,59.0,324.9406463623047,29,19085,-59.38365221,565721,9865,0.001,0.49,5138.600595092774
565720,59.94,323.0364990234375,29,19110,-59.90353522,565821,9866,0.001,0.48,6009.7979736328125
565820,60.86,325.5159118652344,29,19137,-60.82306952000001,565921,9867,0.001,0.47,4192.54906616211
565840,60.97,322.07448425292966,29,19148,-61.067794160000005,565947,9868,0.001,0.47,4150.582418823242
,60.04,,29,19151,-59.858000610000005,565954,9869,,0.48,
565940,60.98,330.2056427001953,29,19181,-65.1259849,566054,9870,0.001,0.47,4641.6198455810545
566040,61.77,329.1868103027344,29,19210,-65.03305403,566154,9871,0.001,0.46,4577.621054077148
566140,62.6,329.0785339355469,29,19238,-65.85624398,566254,9872,0.001,0.45,5198.660263061523
566240,62.6,328.52134094238284,29,19275,-64.51768239,566354,9873,0.001,0.45,5235.553118896484
566340,62.6,335.2822540283203,29,19309,-65.16546001,566454,9874,0.001,0.45,4376.12361907959
,62.58,,29,19311,-64.94686421,566459,9875,,0.45,
566440,62.58,323.4132110595703,29,19342,-64.58399576,566559,9876,0.001,0.45,4974.841018676758
566460,61.7,323.6479156494141,29,19345,-64.23260197999998,566571,9877,0.001,0.46,4982.334411621094
566560,61.7,329.2480224609375,29,19369,-63.78767750999999,566671,9878,0.001,0.46,4929.34016418457
,61.4,,29,19378,-63.89863153999999,566680,9879,,0.46,
566600,61.55,327.6936401367187,29,19386,-64.4672934,566701,9880,0.001,0.46,5480.087496948242
,61.31,,29,19390,-64.2905209,566710,9881,,0.46,
566700,61.31,326.58753967285156,29,19416,-64.71941162000002,566810,9882,0.001,0.46,3852.8285949707033
566720,61.24,329.83294982910155,29,19420,-64.05014737,566821,9883,0.001,0.46,4181.008059692383
566820,61.24,325.2625762939453,29,19453,-63.49134747000001,566921,9884,0.001,0.46,4532.677026367188
566920,61.24,326.4701324462891,29,19478,-63.08454187,567021,9885,0.001,0.46,5530.538320922851
,60.33,,29,19486,-62.239071409999994,567030,9886,,0.47,
,60.25,,29,19489,-61.516394420000005,567037,9887,,0.47,
566960,60.52,327.6987823486328,29,19499,-61.62363633999999,567070,9888,0.001,0.47,5270.320576477051
,59.57,,29,19502,-60.849598109999995,567075,9889,,0.48,
,59.53,,29,19503,-60.892070540000006,567076,9890,,0.48,
,59.51,,29,19505,-60.88944403000001,567079,9891,,0.48,
567060,60.28,324.68328247070315,29,19536,-63.60363059,567179,9892,0.001,0.47,4947.232836914062
567160,60.53,324.6286254882813,28,19563,-64.10015340999999,567279,9893,0.001,0.46,4537.358905029297
567260,60.53,327.1938171386719,28,19590,-63.67556253,567379,9894,0.001,0.46,5086.566046142578
567280,59.72,325.7515472412109,28,19600,-62.76401567,567398,9895,0.001,0.47,4479.90930480957
567320,59.02,327.85126037597655,28,19610,-62.74768037,567428,9896,0.001,0.48,4255.857870483398
567360,58.97,331.0676635742187,28,19622,-63.44950554,567467,9897,0.001,0.48,4667.979919433594
567460,58.97,330.68577575683594,28,19653,-63.57387665,567567,9898,0.001,0.48,4003.9814025878904
567560,59.54,332.6278137207031,28,19672,-64.5383224,567667,9899,0.001,0.47,4876.336721801757
567660,60.46,323.86647033691406,28,19694,-65.47532068,567767,9900,0.001,0.46,4233.4467498779295
567700,60.75,329.1683837890625,28,19712,-65.71335456999998,567818,9901,0.001,0.46,3705.0834381103514
567720,59.85,329.3747955322266,28,19716,-65.20971320999999,567828,9902,0.001,0.47,4378.217776489258
567820,60.69,324.8964782714844,28,19737,-66.94100162999999,567928,9903,0.001,0.46,5320.269311523438
567920,60.69,323.87803955078124,28,19763,-65.93643430000002,568028,9904,0.001,0.46,5890.5087890625
568020,60.69,326.1523071289063,28,19787,-70.56030700000001,568128,9905,0.001,0.46,5184.284725952149
568040,60.79,327.5896942138672,28,19798,-70.37130931,568149,9906,0.001,0.46,3829.2726776123045
,59.82,,28,19800,-69.79541524999999,568152,9907,,0.47,
568140,60.64,320.9114501953125,28,19837,-72.59176053,568252,9908,0.001,0.46,4079.634167480469
,59.72,,28,19840,-70.86762282,568260,9909,,0.47,
568240,60.65,327.6631591796875,28,19869,-71.49151620999999,568360,9910,0.001,0.46,3928.1028076171874
568260,59.74,325.03696594238284,28,19873,-70.83080702000001,568369,9911,0.001,0.47,5951.9400436401365
568360,60.69,324.1190673828125,28,19908,-71.8121191,568469,9912,0.001,0.46,5071.598956298828
568380,59.91,330.1620300292969,28,19914,-70.5346794,568491,9913,0.001,0.47,4464.925201416016
568480,59.91,326.4359893798828,28,19958,-71.73753597999999,568591,9914,0.001,0.47,4865.831677246094
568500,59.16,325.48292236328126,28,19975,-70.80077616,568616,9915,0.001,0.48,4831.934439086914
568520,59.02,322.2853729248047,28,19984,-70.78305209,568624,9916,0.001,0.48,5381.943908691406
,58.05,,28,19987,-69.86650239,568627,9917,,0.49,
568620,58.98,326.2920776367188,28,20010,-70.06973309,568727,9918,0.001,0.48,4428.466662597656
,58.99,,28,20018,-70.12466132,568733,9919,,0.48,
568720,59.93,325.6476165771484,28,20041,-70.81824431999999,568833,9920,0.001,0.47,5906.012380981445
568780,60.46,326.3817443847656,28,20061,-72.01719107,568892,9921,0.001,0.47,5902.12568359375
568880,61.35,326.97581176757814,28,20089,-77.24816737,568992,9922,0.001,0.46,5664.06598815918
568940,60.9,324.28514099121094,28,20108,-78.44528646,569047,9923,0.001,0.47,4411.881726074219
569040,60.9,331.19447021484376,28,20142,-80.55077643,569147,9924,0.001,0.47,5083.166125488281
569140,61.66,327.97223205566405,28,20165,-86.0227463,569247,9925,0.001,0.46,5151.828443908691
569160,60.8,332.15578002929686,28,20170,-80.94328413,569261,9926,0.001,0.47,3288.096746826172
569180,60.1,326.6139770507813,28,20179,-80.34558201,569291,9927,0.001,0.48,4825.98356628418
569280,60.1,329.34148864746095,28,20209,-83.17237115,569391,9928,0.001,0.48,4495.340896606445
569360,60.82,330.02338256835935,28,20228,-83.56387931,569470,9929,0.001,0.48,3578.173258972168
569460,60.82,320.0615478515625,28,20262,-83.31834736,569570,9930,0.001,0.48,5290.437896728516
,60.75,,28,20275,-82.95061675,569576,9931,,0.48,
569560,61.66,322.12779541015624,28,20297,-87.9937371,569676,9932,0.001,0.47,5280.8102355957035
569580,60.75,322.80250854492186,28,20301,-87.35918247,569685,9933,0.001,0.48,4358.613861083984
569680,60.75,322.1360626220703,28,20327,-87.54514418,569785,9934,0.001,0.48,4230.995477294922
569780,60.75,324.89125061035156,27,20358,-87.7759485,569885,9935,0.001,0.48,4086.977429199219
,59.81,,27,20360,-86.74000912999998,569891,9936,,0.49,
569880,60.77,321.7233581542969,27,20381,-87.42082373,569991,9937,0.001,0.48,3723.1236877441406
,60.11,,27,20388,-87.17392074999998,569995,9938,,0.48,
,59.15,,27,20390,-86.69867271999998,569999,9939,,0.49,
569980,59.98,328.0034698486328,27,20419,-90.67508032999999,570099,9940,0.001,0.48,3446.5515625
570080,59.98,327.149267578125,27,20460,-91.57993708,570199,9941,0.001,0.48,4129.497570800781
570180,59.98,329.19659423828125,27,20486,-94.18420207,570299,9942,0.001,0.48,5425.797891235352
570200,59.19,328.3036804199219,27,20494,-93.46733926000003,570320,9943,0.001,0.49,4827.354779052735
570220,59.0,325.5743469238281,27,20505,-93.47414424000003,570337,9944,0.001,0.49,5559.68627319336
570240,58.17,321.68999633789065,27,20517,-93.08899007,570354,9945,0.001,0.5,5577.2916015625
570260,58.21,321.8117401123047,27,20521,-93.0776344,570364,9946,0.001,0.5,6530.839251708984
570360,59.14,324.23023376464846,27,20546,-94.38574431999997,570464,9947,0.001,0.49,5754.482644653321
570400,59.6,316.8970550537109,27,20560,-95.29210778000002,570516,9948,0.001,0.49,4656.464714050293
570420,59.59,319.05283813476564,27,20562,-95.53545994000002,570521,9949,0.001,0.49,4918.461529541016
570520,59.59,320.44220275878905,27,20584,-100.64012410000001,570621,9950,0.001,0.49,5634.263363647461
570620,59.59,330.4453552246094,27,20610,-100.74197372,570721,9951,0.001,0.49,3986.735467529297
570720,60.47,324.1463287353516,27,20628,-101.69021072000001,570821,9952,0.001,0.48,4322.391345214844
,59.53,,27,20632,-100.4631695,570827,9953,,0.49,
570820,60.38,325.90797119140626,27,20654,-104.59489230000001,570927,9954,0.001,0.48,4131.608247375489
,59.51,,27,20659,-103.95321002000003,570940,9955,,0.49,
570920,59.51,329.4697570800781,27,20680,-104.28740621000003,571040,9956,0.001,0.49,4109.231665039062
571020,60.41,325.07350158691406,27,20705,-104.63591022000003,571140,9957,0.001,0.48,4322.044415283203
571120,60.41,326.19984130859376,27,20729,-104.6116202,571240,9958,0.001,0.48,4792.284426879883
571140,59.51,324.7595581054687,27,20732,-102.41233748999998,571250,9959,0.001,0.49,4146.979898071289
571160,59.61,325.82899475097656,27,20744,-102.72868317000001,571273,9960,0.001,0.49,7200.420892333985
571180,58.73,332.2018310546875,27,20749,-101.9851216,571285,9961,0.001,0.5,4153.240542602539
,58.7,,27,20751,-101.91533852,571291,9962,,0.5,
571200,57.81,322.6233734130859,27,20755,-101.06186307000002,571302,9963,0.001,0.51,6152.7717010498045
,56.98,,27,20762,-100.97981950000002,571319,9964,,0.52,
571220,56.04,325.6812744140625,27,20774,-95.36073499,571325,9965,0.001,0.53,5412.517492675781
571240,55.36,325.7432556152344,27,20784,-95.07224727,571357,9966,0.001,0.54,4923.170913696289
571260,54.4,326.2590057373047,27,20786,-94.14698245000001,571361,9967,0.001,0.55,3696.7345901489257
571360,55.14,332.61167297363284,27,20813,-94.57388788,571461,9968,0.001,0.54,5243.390121459961
571460,56.07,332.4883148193359,27,20843,-95.04759839999998,571561,9969,0.001,0.53,3872.208135986328
571560,56.07,332.7605255126953,27,20869,-90.84651644999998,571661,9970,0.001,0.53,6137.140872192383
571600,55.57,323.423974609375,27,20885,-90.39985412999998,571711,9971,0.001,0.54,4731.635523986816
571700,55.57,326.1887939453125,27,20935,-90.40219432999999,571811,9972,0.001,0.54,3587.7788116455076
571740,54.98,330.01075439453126,27,20949,-90.11940991,571852,9973,0.001,0.55,5610.6275634765625
,54.01,,27,20951,-88.89752992999998,571855,9974,,0.56,
,53.99,,27,20953,-88.79482521999998,571858,9975,,0.56,
571780,53.27,324.60919189453125,27,20963,-88.30045854999999,571886,9976,0.001,0.57,4563.4108963012695
571880,54.15,326.38603515625,27,21015,-88.89302334999998,571986,9977,0.001,0.56,3342.6864471435547
571980,54.15,331.6386291503906,27,21047,-88.58090735000002,572086,9978,0.001,0.56,6026.279428100586
572000,54.26,327.56117553710936,27,21052,-89.02952327999999,572106,9979,0.001,0.56,6157.087899780274
572100,55.05,331.9524322509766,27,21066,-93.83785027999998,572206,9980,0.001,0.55,3801.5919921875
572200,55.96,325.46885681152344,27,21097,-94.79935396999997,572306,9981,0.001,0.54,6556.511395263672
572220,55.25,325.3401306152344,27,21105,-94.20049546999999,572335,9982,0.001,0.55,7279.221771240234
572240,55.26,331.05849304199216,27,21110,-94.52273698999997,572347,9983,0.001,0.55,4593.444067382812
572280,54.75,322.1338775634766,27,21128,-95.96738943999998,572396,9984,0.001,0.56,4834.644519042969
572300,53.81,330.0483673095703,27,21130,-95.52945178999998,572402,9985,0.001,0.57,4524.895904541016
572400,54.72,336.81642761230466,27,21163,-96.74860805999998,572502,9986,0.001,0.56,3798.0805786132814
,54.69,,27,21170,-96.78104650999998,572506,9987,,0.56,
572500,55.36,331.7021026611328,27,21196,-102.36683373999999,572606,9988,0.001,0.55,5523.269326782227
572520,55.51,324.77149963378906,27,21202,-102.44678,572626,9989,0.001,0.55,5011.491442871094
,55.58,,27,21205,-102.50456048,572634,9990,,0.55,
,55.61,,27,21208,-102.56431325,572640,9991,,0.55,
572540,54.64,324.8462646484375,26,21214,-99.25002352000001,572643,9992,0.001,0.56,4490.085540771484
572560,53.82,329.57130126953126,26,21220,-98.82453542000002,572661,9993,0.001,0.57,5274.8306640625
,52.89,,26,21223,-98.55219636999999,572668,9994,,0.58,
572660,53.7,328.63364562988284,26,21248,-99.18579983999999,572768,9995,0.001,0.57,5419.005697631836
572680,53.56,330.35570373535154,26,21254,-98.67109285000001,572784,9996,0.001,0.57,4571.829107666015
,53.23,,26,21262,-97.86922728000002,572790,9997,,0.57,
,52.29,,26,21265,-96.95813542,572796,9998,,0.58,
572780,52.29,325.93499450683595,26,21290,-96.72557891000001,572896,9999,0.001,0.58,4910.5289855957035
572800,51.4,326.6610473632812,26,21292,-96.22627357999998,572907,10000,0.001,0.59,3683.4655731201174
,50.93,,26,21294,-95.84910429999998,572911,10001,,0.59,
572900,51.83,333.99744567871096,26,21313,-96.67854787999998,573011,10002,0.001,0.58,4323.556335449219
572980,51.6,328.0312896728516,26,21333,-94.77153843999999,573088,10003,0.001,0.59,5171.699047851563
573080,51.6,318.40367431640624,26,21364,-92.13943271,573188,10004,0.001,0.59,6425.534967041016
,50.67,,26,21376,-86.76642276000001,573195,10005,,0.6,
,50.51,,26,21383,-86.41738894,573200,10006,,0.6,
573100,50.51,325.78834838867186,26,21390,-86.46725223000001,573203,10007,0.001,0.6,4981.395831298828
573200,50.51,327.37013244628906,26,21425,-84.41991598,573303,10008,0.001,0.6,5352.828245544433
573300,51.43,327.11719665527346,26,21463,-85.09445730000002,573403,10009,0.001,0.59,5666.653900146484
573400,51.43,326.8613250732422,26,21486,-85.1814919,573503,10010,0.001,0.59,5532.257165527344
,51.41,,26,21494,-85.28104959000001,573510,10011,,0.59,
573420,50.52,326.6742431640625,26,21498,-84.24949405,573521,10012,0.001,0.6,4959.00341796875
573500,51.18,331.79774169921876,26,21519,-83.40384595999998,573609,10013,0.001,0.6,4735.463833618164
573600,51.18,330.82802124023436,26,21546,-82.60916805000001,573709,10014,0.001,0.6,4463.964761352539
573700,51.93,326.9492645263672,26,21575,-86.1798242,573809,10015,0.001,0.59,5176.570458984375
573800,52.85,334.38453674316406,26,21594,-89.29890464,573909,10016,0.001,0.58,5106.880767822266
573900,53.82,330.18089599609374,26,21618,-93.63470588,574009,10017,0.001,0.57,4563.641418457031
573980,53.55,331.70624389648435,26,21634,-93.44017109,574082,10018,0.001,0.58,4899.173330688476
574080,54.49,332.7185943603516,26,21674,-94.23143583,574182,10019,0.001,0.57,5876.027404785156
574120,53.99,328.60154418945314,26,21687,-93.74940604000001,574232,10020,0.001,0.58,5553.322259521485
,53.46,,26,21689,-92.59915603000002,574238,10021,,0.58,
574160,52.87,326.74762268066405,26,21702,-87.34911015,574279,10022,0.001,0.59,5738.759260559082
574260,53.32,331.60285034179685,26,21725,-86.35601512000001,574379,10023,0.001,0.58,4790.484338378907
574280,52.37,330.7141357421875,26,21732,-83.1627194,574384,10024,0.001,0.59,5166.239775085449
574300,51.66,326.0332305908203,26,21739,-77.92869040000001,574413,10025,0.001,0.6,5165.193078613282
574400,52.52,332.4774475097656,26,21766,-79.96640067,574513,10026,0.001,0.59,6480.841986083984
574500,53.22,335.2788024902344,26,21787,-80.19971254000001,574613,10027,0.001,0.58,3273.9786361694337
574520,52.3,332.7840942382812,26,21790,-77.14180248000001,574621,10028,0.001,0.59,4429.722973632813
574540,51.72,326.8236999511719,26,21797,-77.44914704000001,574642,10029,0.001,0.59,3799.887579345703
574640,51.72,333.0500061035156,26,21820,-77.55812168000001,574742,10030,0.001,0.59,4971.591723632812
574740,52.66,332.217822265625,26,21850,-78.32517034000003,574842,10031,0.001,0.58,4809.42878112793
574840,52.66,331.8944488525391,26,21884,-74.47748133,574942,10032,0.001,0.58,4034.874624633789
,52.61,,26,21886,-74.3432549,574946,10033,,0.58,
,51.67,,26,21895,-73.74204977000001,574952,10034,,0.59,
574860,50.85,324.7443572998047,26,21901,-73.22705315,574970,10035,0.001,0.6,6213.485565185547
574880,50.91,327.33154296875,26,21905,-73.23784334,574982,10036,0.001,0.6,5231.654977416993
574980,50.91,331.2675476074219,26,21924,-77.93569310000001,575082,10037,0.001,0.6,4910.387271118164
,50.91,,26,21927,-77.98547169,575086,10038,,0.6,
575080,51.87,325.18153991699216,26,21951,-78.9021791,575186,10039,0.001,0.59,4577.959448242187
575180,51.87,326.3577880859375,26,21970,-79.38312584,575286,10040,0.001,0.59,5266.769631958008
575280,51.87,332.2471435546875,26,22005,-78.89755178000001,575386,10041,0.001,0.59,5825.130108642578
575380,51.87,337.6611083984375,26,22030,-76.59060833000001,575486,10042,0.001,0.59,6067.6279022216795
,51.7,,26,22032,-76.54948962,575490,10043,,0.59,
575480,52.53,317.8469940185547,26,22053,-76.95724662999999,575590,10044,0.001,0.58,6012.175439453125
,52.42,,26,22067,-76.68867187,575596,10045,,0.58,
575500,52.37,325.94611206054685,26,22069,-76.49508838,575601,10046,0.001,0.58,4702.716781616211
575600,52.37,331.3330993652344,26,22108,-77.17791106,575701,10047,0.001,0.58,3831.0307342529295
575700,52.85,327.569384765625,26,22126,-81.90303645,575801,10048,0.001,0.57,4923.642752075195
,52.85,,26,22127,-81.80849676000001,575806,10049,,0.57,
575800,52.85,327.0702331542969,25,22152,-76.70161576000001,575906,10050,0.001,0.57,6106.384350585938
575900,52.85,324.10020446777344,25,22177,-78.74314662,576006,10051,0.001,0.57,6593.502642822265
576000,52.85,327.2355651855469,25,22203,-83.48332051999999,576106,10052,0.001,0.57,5890.777514648437
,52.87,,25,22206,-83.78264261,576114,10053,,0.57,
576100,52.87,325.94252624511716,25,22234,-79.95833098,576214,10054,0.001,0.57,4557.65439453125
576140,53.09,325.4069488525391,25,22247,-81.40582653,576249,10055,0.001,0.57,6088.041119384766
576240,53.09,323.4432434082031,25,22269,-81.47057500000001,576349,10056,0.001,0.57,5234.878866577148
576340,53.09,332.07493591308594,25,22292,-81.7233801,576449,10057,0.001,0.57,5244.432049560547
,52.17,,25,22296,-81.32736434,576457,10058,,0.58,
576440,53.07,325.8430969238281,25,22324,-81.99245692999999,576557,10059,0.001,0.57,5632.449609375
576540,53.84,323.72120666503906,25,22352,-82.01264819000002,576657,10060,0.001,0.56,5526.374655151367
576560,53.78,328.26014709472656,25,22355,-81.98510134,576663,10061,0.001,0.56,5321.818519592285
,53.77,,25,22357,-81.83392784,576668,10062,,0.56,
576580,53.79,318.72918701171875,25,22362,-82.2202786,576681,10063,0.001,0.56,5595.267668151855
,53.68,,25,22365,-81.81665994,576687,10064,,0.56,
576680,54.62,320.4862884521484,25,22391,-83.03437054,576787,10065,0.001,0.55,5844.596942138672
576720,54.79,323.9416534423828,25,22406,-83.5091798,576836,10066,0.001,0.55,3895.35510559082
576820,55.75,327.215869140625,25,22424,-84.28741033,576936,10067,0.001,0.54,5070.361126708985
576920,55.75,323.0618499755859,25,22461,-84.0063441,577036,10068,0.001,0.54,5171.045635986328
577020,55.75,321.27247924804686,25,22478,-89.20684133,577136,10069,0.001,0.54,4067.082373046875
577040,54.94,330.3092498779297,25,22484,-88.07200921000002,577155,10070,0.001,0.55,4087.7700897216796
,54.46,,25,22486,-87.90189991,577157,10071,,0.55,
,53.49,,25,22487,-87.05726625000001,577160,10072,,0.56,
577060,53.13,324.9489044189453,25,22500,-86.88300534,577165,10073,0.001,0.56,4094.7082336425783
577160,54.1,320.66322021484376,25,22520,-87.13810150999998,577265,10074,0.001,0.55,5558.353985595703
,54.15,,25,22524,-87.36324446999997,577273,10075,,0.55,
577260,54.87,326.8183532714844,25,22555,-87.89763890999998,577373,10076,0.001,0.54,4133.032940673828
577320,54.46,324.2658630371094,25,22576,-89.62889455,577432,10077,0.001,0.55,4939.5810546875
577420,54.46,329.6384521484375,25,22613,-89.71334824,577532,10078,0.001,0.55,4064.5480041503906
577440,54.42,326.69386291503906,25,22618,-89.06380778999997,577548,10079,0.001,0.55,4920.4261474609375
,53.52,,25,22621,-83.74815770999997,577558,10080,,0.56,
577460,52.56,323.2182281494141,25,22623,-82.65579589,577562,10081,0.001,0.57,4511.379510498047
577560,53.27,325.68743591308595,25,22654,-88.11515695999998,577662,10082,0.001,0.56,6020.556744384766
577580,53.45,327.25304260253904,25,22663,-87.82325482,577692,10083,0.001,0.56,4300.457382202148
577620,53.37,329.96751098632814,25,22676,-86.38325162999999,577733,10084,0.001,0.56,4757.141665649414
,53.35,,25,22678,-86.33161421000001,577737,10085,,0.56,
577720,53.35,332.1530700683594,25,22698,-85.75512561000001,577837,10086,0.001,0.56,5433.599758911133
577740,53.43,318.3889892578125,25,22702,-86.17640405000002,577849,10087,0.001,0.56,4509.963790893555
,52.53,,25,22707,-80.51982169,577859,10088,,0.57,
577760,52.5,325.97133483886716,25,22717,-80.99799594,577876,10089,0.001,0.57,6925.143853759766
577860,53.42,321.9008361816406,25,22735,-81.63676178,577976,10090,0.001,0.56,5406.386592102051
577880,53.41,318.74353942871096,25,22743,-81.58475531,577981,10091,0.001,0.56,5605.104119873047
577900,53.76,329.84865417480466,25,22755,-81.96786139,578019,10092,0.001,0.56,3250.256311035156
577920,53.72,321.8829315185547,25,22766,-81.52674764,578033,10093,0.001,0.56,3870.5100341796874
577940,53.85,327.241650390625,25,22773,-82.12299884,578053,10094,0.001,0.56,4598.934326171875
577960,52.95,320.7986999511719,25,22776,-81.50671069,578063,10095,0.001,0.57,4382.456986999512
,52.88,,25,22780,-81.56099891000001,578072,10096,,0.57,
,52.89,,25,22782,-81.56774801,578079,10097,,0.57,
577980,52.89,326.2271697998047,25,22785,-81.56918432,578085,10098,0.001,0.57,4072.456463623047
578060,52.68,334.0902038574219,25,22814,-81.93616417000001,578164,10099,0.001,0.58,5599.740771484375
578160,53.57,329.41163024902346,25,22836,-82.48510704999998,578264,10100,0.001,0.57,4304.84330444336
578260,54.53,323.52085876464844,25,22866,-85.70132509,578364,10101,0.001,0.56,5031.506381225586
578360,54.53,323.9052368164063,25,22895,-85.23433117,578464,10102,0.001,0.56,4681.506695556641
578380,53.95,320.118115234375,25,22900,-85.77231827000001,578483,10103,0.001,0.56,5839.0778137207035
,53.08,,25,22907,-85.09327986,578496,10104,,0.57,
578480,54.01,327.2111358642578,25,22945,-86.0340445,578596,10105,0.001,0.56,4876.173986816406
578580,54.96,320.9316925048828,25,22964,-86.66188502000001,578696,10106,0.001,0.55,5349.124053955078
578600,54.98,325.6198791503906,25,22972,-86.61872801,578701,10107,0.001,0.55,5371.143328857422
578700,54.98,322.5834533691406,25,23001,-90.89479592000002,578801,10108,0.001,0.55,6005.6041809082035
,54.05,,25,23005,-90.39515712000002,578808,10109,,0.56,
578800,54.05,321.13390197753904,25,23027,-90.75400262000001,578908,10110,0.001,0.56,5911.466412353516
,54.04,,25,23034,-90.74013324000002,578914,10111,,0.56,
,53.94,,25,23045,-90.72516679,578915,10112,,0.56,
578900,54.06,325.2629791259766,25,23070,-91.68651353999999,579015,10113,0.001,0.55,4249.9046630859375
,53.09,,25,23073,-90.61007695999999,579018,10114,,0.56,
578940,52.33,323.82688598632814,25,23078,-86.98464339,579042,10115,0.001,0.57,3773.72385559082
579040,52.33,323.7747497558594,25,23104,-88.64585987999999,579142,10116,0.001,0.57,5115.116021728516
,51.36,,25,23106,-84.31021104999998,579145,10117,,0.58,
,50.71,,25,23114,-84.28688969,579153,10118,,0.58,
579140,50.71,322.7234191894531,25,23140,-84.03666335,579253,10119,0.001,0.58,5273.054797363281
579240,51.21,327.8767395019531,25,23171,-84.4573559,579353,10120,0.001,0.57,5126.3695419311525
579260,51.28,326.34429626464845,24,23175,-84.73598638,579366,10121,0.001,0.57,4372.865127563477
,51.0,,24,23181,-84.49220215999999,579379,10122,,0.57,
579300,50.28,322.1448547363281,24,23191,-84.22505579,579407,10123,0.001,0.58,4846.084965515137
579320,50.43,324.8564178466797,24,23197,-84.77176891,579427,10124,0.001,0.58,4188.24808959961
,50.18,,24,23200,-84.51786876,579431,10125,,0.58,
579420,50.18,320.64946899414065,24,23229,-82.81702891,579531,10126,0.001,0.58,5237.40083618164
,49.25,,24,23232,-82.07936273,579538,10127,,0.59,
579440,49.26,327.00977783203126,24,23241,-81.84312274999999,579547,10128,0.001,0.59,4951.335925292969
579540,50.05,323.8073486328125,24,23260,-81.92294437000001,579647,10129,0.001,0.58,3761.5204483032226
579640,50.05,323.2251251220703,24,23286,-86.11070009999999,579747,10130,0.001,0.58,5468.142135620117
,49.11,,24,23293,-85.44900138999999,579753,10131,,0.59,
579740,49.11,325.81873474121096,24,23321,-84.88844789,579853,10132,0.001,0.59,5196.908163452148
,49.1,,24,23322,-84.78106247,579856,10133,,0.59,
579760,49.09,321.7463897705078,24,23325,-84.68758646,579861,10134,0.001,0.59,5139.0926513671875
579800,49.35,318.58591613769534,24,23336,-85.78622710999998,579905,10135,0.001,0.59,4409.615368652344
579900,50.23,323.9396453857422,24,23364,-87.98070263999998,580005,10136,0.001,0.58,3852.0818359375
580000,50.23,320.6932800292969,24,23390,-83.27513483999999,580105,10137,0.001,0.58,5155.643041992187
580100,51.19,319.7263122558594,24,23424,-86.86000693999999,580205,10138,0.001,0.57,5867.555474853516
580120,50.39,319.6434783935547,24,23431,-86.01894922,580225,10139,0.001,0.58,5121.63212890625
580140,49.56,325.5287261962891,24,23436,-81.10254408,580242,10140,0.001,0.59,6417.343579101563
,48.63,,24,23439,-80.09264857000001,580249,10141,,0.6,
580160,47.8,320.5177001953125,24,23444,-79.57063059000001,580266,10142,0.001,0.61,5296.926068115235
,47.81,,24,23446,-79.57337036000001,580271,10143,,0.61,
580180,46.91,324.9977691650391,24,23451,-79.07782879,580281,10144,0.001,0.62,5966.39818725586
,46.91,,24,23453,-79.02619669999999,580287,10145,,0.62,
580220,47.21,329.5204223632812,24,23465,-80.44442055,580322,10146,0.001,0.62,3844.9232177734375
580320,47.21,326.9249755859375,24,23495,-79.23059586,580422,10147,0.001,0.62,4216.286225891114
,46.39,,24,23500,-73.54391028,580440,10148,,0.63,
580340,46.45,325.4695098876953,24,23509,-73.49831951999998,580451,10149,0.001,0.63,5444.379541015625
580400,45.99,324.5565124511719,24,23526,-74.59532485999998,580505,10150,0.001,0.64,4797.5357864379885
,45.09,,24,23529,-71.80297368,580515,10151,,0.65,
580420,44.25,325.3856231689453,24,23534,-66.36173611,580531,10152,0.001,0.66,5104.609674072266
