time/total timesteps,time/episodes,rollout/ep_len_mean,rollout/success rate,time/fps,rollout/ep_rew_mean,time/time_elapsed,train/learning_rate,train/n_updates,train/critic_loss,train/actor_loss
405918,11001,17.44,0.93,54,-1084.09431505,7450,,,,
405929,11002,17.51,0.93,54,-1085.85168316,7489,0.001,405820,11296328.9,13681.76630859375
406029,11003,17.92,0.92,53,-1118.36644904,7519,0.001,405920,12162058.7,13808.54189453125
406035,11004,17.95,0.92,53,-1109.24333368,7532,,,,
406135,11005,18.87,0.91,53,-1140.25610653,7553,0.001,406020,10297354.35,13676.5357421875
406137,11006,17.89,0.92,53,-1067.65365646,7560,,,,
406143,11007,17.81,0.92,53,-1114.9481976499999,7578,0.001,406040,11843061.9,13879.6947265625
406148,11008,17.23,0.92,53,-1081.25302394,7580,,,,
406154,11009,17.27,0.92,53,-1102.0641182000002,7583,,,,
406166,11010,17.35,0.92,53,-1094.70284335,7618,0.001,406060,12415459.9875,13900.779296875
406169,11011,17.31,0.92,53,-1093.0953667800002,7620,,,,
406177,11012,16.7,0.92,53,-1088.0421274,7624,,,,
406183,11013,16.72,0.92,53,-1087.09948835,7633,0.001,406080,9832689.325,13918.65712890625
406191,11014,16.72,0.92,53,-1128.0548898299999,7636,,,,
406196,11015,16.69,0.92,53,-1127.6187670600002,7643,,,,
406201,11016,15.74,0.93,53,-1064.3184201299998,7651,0.001,406100,15680209.425,13672.11884765625
406204,11017,15.49,0.93,52,-1054.53061543,7704,,,,
406207,11018,15.48,0.93,52,-1054.13295342,7717,,,,
406213,11019,15.49,0.93,52,-1064.0306095400001,7724,,,,
406216,11020,15.39,0.93,52,-1061.69225103,7751,,,,
406234,11021,15.53,0.93,52,-1064.8361503400001,7757,0.001,406120,9945720.9,13605.63095703125
406240,11022,15.51,0.93,52,-1063.14368224,7760,,,,
406252,11023,15.57,0.93,52,-1064.41423886,7801,0.001,406140,12625091.575,13510.99326171875
406258,11024,15.61,0.93,52,-1066.71885125,7804,,,,
406261,11025,15.58,0.93,51,-1075.7785290400002,7816,0.001,406160,10221008.6125,13808.44736328125
406264,11026,15.57,0.93,51,-1075.30113282,7823,,,,
406266,11027,15.53,0.93,51,-1073.9940427699999,7846,,,,
406304,11028,15.86,0.93,51,-1089.82572657,7869,0.001,406200,12302252.9375,13870.4443359375
406318,11029,15.96,0.93,51,-1091.6069310799999,7884,,,,
406418,11030,16.93,0.92,51,-1422.04766342,7914,0.001,406300,10988189.0375,13659.87470703125
406427,11031,16.78,0.92,51,-1459.27768561,7922,0.001,406320,10370450.05,13972.56630859375
406437,11032,16.83,0.92,51,-1489.8152743999997,7942,,,,
406441,11033,16.81,0.92,51,-1498.9707442800002,7944,0.001,406340,9608047.925,13646.09892578125
406447,11034,16.83,0.92,51,-1512.87391526,7948,,,,
406547,11035,17.77,0.91,51,-1607.9099000500003,7965,0.001,406440,8941803.725,13974.68056640625
406571,11036,17.97,0.91,50,-1603.4621820599998,8006,0.001,406460,13649310.95,13827.36044921875
406574,11037,17.97,0.91,50,-1603.96943858,8019,,,,
406578,11038,17.01,0.92,50,-1571.67290956,8081,,,,
406585,11039,16.94,0.92,49,-1568.5188797399999,8155,0.001,406480,10106392.2,14063.58251953125
406594,11040,16.97,0.92,49,-1582.43205059,8158,,,,
406599,11041,16.97,0.92,49,-1571.58669941,8165,,,,
406604,11042,17.01,0.92,49,-1583.2313421200001,8188,0.001,406500,10950716.325,14074.50859375
406609,11043,17.0,0.92,49,-1573.5112664399996,8201,,,,
406615,11044,16.98,0.92,49,-1573.5069197799999,8259,,,,
406618,11045,16.97,0.92,49,-1582.34494716,8266,,,,
406685,11046,17.59,0.92,49,-1589.4078556999998,8294,0.001,406580,13273639.3,13844.6806640625
406690,11047,17.55,0.92,48,-1589.3802427,8301,,,,
406695,11048,17.55,0.92,48,-1590.4766825699999,8360,,,,
406701,11049,17.56,0.92,48,-1610.34091854,8372,0.001,406600,10483154.0125,13694.353125
406703,11050,17.55,0.92,48,-1609.8403986199999,8373,,,,
406707,11051,17.57,0.92,48,-1611.5993478399998,8381,,,,
406751,11052,17.97,0.92,48,-1631.9145403999999,8406,0.001,406640,8411841.325,13833.88837890625
406767,11053,18.11,0.92,48,-1636.3751233300002,8427,0.001,406660,11922613.8125,13981.2892578125
406768,11054,18.06,0.92,48,-1635.66318943,8428,,,,
406772,11055,18.01,0.92,48,-1634.2524893500001,8455,,,,
406776,11056,18.01,0.92,48,-1623.4818842600005,8462,,,,
406780,11057,17.95,0.92,47,-1571.77607821,8490,,,,
406784,11058,17.92,0.92,47,-1569.61955641,8497,0.001,406680,9819137.95,13830.1265625
406788,11059,17.46,0.92,47,-1567.7965973,8509,,,,
406793,11060,17.39,0.92,47,-1554.4521849100001,8512,,,,
406804,11061,17.22,0.92,47,-1549.9988451200002,8516,0.001,406700,13009559.025,13925.65224609375
406814,11062,17.26,0.92,47,-1561.9669249400001,8520,,,,
406819,11063,17.22,0.92,47,-1581.05628819,8548,,,,
406919,11064,18.18,0.91,47,-1631.93126949,8637,0.001,406800,13425771.2625,13682.485546875
406923,11065,18.18,0.91,47,-1641.3431263300001,8654,0.001,406820,10126757.325,13733.6138671875
406928,11066,18.18,0.91,47,-1631.1878406499998,8657,,,,
406932,11067,17.55,0.91,46,-1593.7665980499996,8694,,,,
406939,11068,16.62,0.92,46,-1540.90353531,8728,,,,
407032,11069,16.55,0.93,46,-1534.5155683700002,8757,0.001,406920,11667546.975,13726.0802734375
407132,11070,17.5,0.92,46,-1576.0843400900003,8798,0.001,407020,11274231.3,13884.4189453125
407137,11071,17.51,0.92,46,-1586.9917913700003,8821,,,,
407140,11072,17.51,0.92,46,-1587.65396811,8848,,,,
407145,11073,17.51,0.92,45,-1587.1671193299999,8860,0.001,407040,13413282.275,14009.4849609375
407159,11074,17.53,0.92,45,-1527.1306412899999,8875,,,,
407165,11075,16.59,0.93,45,-1510.9016229399997,8882,0.001,407060,10563349.0875,13771.89345703125
407168,11076,16.54,0.93,45,-1510.12291347,8889,,,,
407210,11077,16.93,0.93,45,-1519.74717267,8904,0.001,407100,11253732.0375,13819.95400390625
407213,11078,16.89,0.93,45,-1519.2959773699997,8916,,,,
407222,11079,16.93,0.93,45,-1520.1638997999999,8935,0.001,407120,12065542.3375,13745.98896484375
407227,11080,16.88,0.93,45,-1476.1210140299997,8942,,,,
407291,11081,17.47,0.93,45,-1497.1133512399997,8959,0.001,407180,14499803.55,13558.381640625
407295,11082,17.29,0.93,45,-1491.5139596200002,9012,,,,
407303,11083,17.33,0.93,45,-1471.75824372,9015,0.001,407200,10470847.5875,13896.53837890625
407311,11084,17.35,0.93,45,-1471.53486532,9024,,,,
407323,11085,17.35,0.93,45,-1471.39347415,9032,0.001,407220,13047901.4,13847.6126953125
407331,11086,17.39,0.93,45,-1465.70513443,9050,,,,
407334,11087,17.39,0.93,44,-1466.56180118,9078,,,,
407336,11088,17.15,0.93,44,-1449.4166089,9125,,,,
407383,11089,17.59,0.93,44,-1462.9024687300002,9148,0.001,407280,9779940.60625,13985.94482421875
407386,11090,17.59,0.93,44,-1463.82460626,9180,,,,
407393,11091,16.66,0.94,44,-1417.89295599,9187,,,,
407397,11092,16.65,0.94,44,-1417.93615983,9200,,,,
407402,11093,16.24,0.94,44,-1427.2796926,9203,0.001,407300,9267679.475,13855.7779296875
407502,11094,17.09,0.93,44,-1491.9834307800002,9229,0.001,407400,9398251.325,13834.6828125
407602,11095,18.05,0.92,44,-1509.7789559899998,9258,0.001,407500,13828930.1375,13813.00400390625
407605,11096,17.66,0.92,43,-1499.7704534700001,9265,,,,
407609,11097,17.18,0.92,43,-1457.7943822500006,9312,,,,
407611,11098,17.16,0.92,43,-1466.9260272200002,9324,,,,
407615,11099,17.17,0.92,43,-1437.4851599100002,9331,,,,
407619,11100,17.05,0.92,43,-1435.8163905299998,9338,,,,
407622,11101,17.04,0.92,43,-1434.9129118600001,9350,0.001,407520,14008776.7,13822.67626953125
407637,11102,17.08,0.92,43,-1438.2592829399998,9360,,,,
407737,11103,17.08,0.92,43,-1500.9345957000003,9397,0.001,407620,12626730.5,13748.95556640625
407742,11104,17.07,0.92,43,-1500.93436516,9410,0.001,407640,11874445.125,13847.82744140625
407770,11105,16.35,0.93,43,-1475.4619295,9437,0.001,407660,11881203.425,13848.688671875
407775,11106,16.38,0.93,42,-1487.0807681700003,9485,,,,
407782,11107,16.39,0.93,42,-1450.32418979,9498,0.001,407680,13280189.4,13744.7341796875
407882,11108,17.34,0.92,42,-1477.2255008999998,9531,0.001,407780,13550795.875,13635.2078125
407975,11109,18.21,0.92,42,-1485.44357231,9570,0.001,407860,10551277.2375,13773.07783203125
407981,11110,18.15,0.92,42,-1492.7096471099999,9583,0.001,407880,12765392.15,13743.6818359375
407984,11111,18.15,0.92,42,-1491.6714360100002,9591,,,,
407988,11112,18.11,0.92,42,-1470.1463322099999,9593,,,,
407993,11113,18.1,0.92,42,-1470.6740484,9610,,,,
408002,11114,18.11,0.92,42,-1440.7952078100002,9619,0.001,407900,10022388.25,13822.11953125
408006,11115,18.1,0.92,42,-1440.8217722100003,9621,,,,
408011,11116,18.1,0.92,42,-1451.1885386300003,9635,,,,
408024,11117,18.2,0.92,42,-1454.9728705900002,9655,0.001,407920,12624487.65,13775.91064453125
408031,11118,18.24,0.92,42,-1455.9388909400002,9674,,,,
408060,11119,18.47,0.92,42,-1449.9005630699999,9683,0.001,407940,14442542.25,13495.78134765625
408063,11120,18.47,0.92,42,-1459.5180905900002,9691,0.001,407960,11741082.45,13824.7107421875
408073,11121,18.39,0.92,41,-1457.9966574,9725,,,,
408083,11122,18.43,0.92,41,-1460.4476128200001,9734,0.001,407980,13031201.1,13726.59130859375
408092,11123,18.4,0.92,41,-1460.1608721999999,9742,,,,
408100,11124,18.42,0.92,41,-1459.29429024,9751,,,,
408106,11125,18.45,0.92,41,-1450.8604421800003,9754,0.001,408000,10520145.7375,13804.4951171875
408110,11126,18.46,0.92,41,-1481.46090261,9786,,,,
408113,11127,18.47,0.92,41,-1491.5082377900003,9793,,,,
408117,11128,18.13,0.92,41,-1494.1202051100001,9816,,,,
408119,11129,18.01,0.92,41,-1491.02281904,9823,,,,
408125,11130,17.07,0.93,41,-1171.17159657,9851,0.001,408020,14825107.45,13829.37646484375
408128,11131,17.01,0.93,41,-1129.7372436599999,9883,,,,
408132,11132,16.95,0.93,41,-1098.5165833799997,9920,,,,
408140,11133,16.99,0.93,41,-1091.0390779499999,9929,,,,
408143,11134,16.96,0.93,41,-1076.6925504299998,9946,0.001,408040,12476088.6625,13720.7337890625
408156,11135,16.09,0.94,40,-974.79009404,9961,,,,
408160,11136,15.89,0.94,40,-969.28179647,9983,,,,
408166,11137,15.92,0.94,40,-971.04405939,9986,0.001,408060,13474770.3375,13633.4806640625
408170,11138,15.92,0.94,40,-970.55245396,9994,,,,
408176,11139,15.91,0.94,40,-971.2383931999998,10011,,,,
408186,11140,15.92,0.94,40,-970.19844111,10055,0.001,408080,13282238.4875,14109.32177734375
408197,11141,15.98,0.94,40,-960.5514713099999,10074,,,,
408202,11142,15.98,0.94,40,-960.16606998,10086,0.001,408100,12314918.6,13700.86396484375
408208,11143,15.99,0.94,40,-949.5908677799999,10094,,,,
408213,11144,15.98,0.94,40,-949.2599657699998,10107,,,,
408228,11145,16.1,0.94,40,-944.2357055699999,10131,0.001,408120,13724057.35,13847.5681640625
408232,11146,15.47,0.94,40,-925.32903669,10184,,,,
408236,11147,15.46,0.94,39,-924.2215895199998,10206,,,,
408244,11148,15.49,0.94,39,-912.0453474099999,10209,0.001,408140,13221815.95,13669.2693359375
408251,11149,15.5,0.94,39,-891.96127012,10238,,,,
408259,11150,15.56,0.94,39,-893.85001341,10241,,,,
408266,11151,15.59,0.94,39,-893.1544581,10249,0.001,408160,11151827.375,13768.0876953125
408270,11152,15.19,0.94,39,-891.86518205,10262,,,,
408276,11153,15.09,0.94,39,-908.9089506500001,10270,,,,
408283,11154,15.15,0.94,39,-911.2264601300001,10273,0.001,408180,9956881.9375,13830.2455078125
408308,11155,15.36,0.94,39,-914.32641028,10296,0.001,408200,10148892.2875,13927.14287109375
408318,11156,15.42,0.94,39,-925.0115012900001,10315,,,,
408330,11157,15.5,0.94,39,-936.7683293500002,10395,0.001,408220,11563688.0,14040.35068359375
408338,11158,15.54,0.94,39,-939.9938923000002,10408,,,,
408341,11159,15.53,0.94,39,-928.7016346600001,10410,0.001,408240,13193378.525,13848.7275390625
408342,11160,15.49,0.94,39,-925.7537763199999,10417,,,,
408346,11161,15.42,0.94,39,-922.4720250999999,10424,,,,
408353,11162,15.39,0.94,39,-960.94189304,10432,,,,
408376,11163,15.57,0.94,39,-996.1292537499999,10450,0.001,408260,10446262.425,14042.09365234375
408383,11164,14.64,0.95,38,-1016.05053591,10487,0.001,408280,14254487.325,13613.7322265625
408386,11165,14.63,0.95,38,-1005.58292739,10519,,,,
408415,11166,14.87,0.95,38,-1020.61642513,10548,0.001,408300,15496029.1,13593.09365234375
408424,11167,14.92,0.95,38,-1012.4204014899999,10572,0.001,408320,12859084.925,13983.42578125
408461,11168,15.22,0.95,38,-1030.09701458,10585,0.001,408360,11619888.825,13958.635546875
408465,11169,14.33,0.95,38,-994.9673849499999,10598,,,,
408470,11170,13.38,0.96,38,-963.3920969599999,10605,,,,
408547,11171,14.1,0.96,38,-970.9344250699999,10638,0.001,408440,12517886.75,13544.31640625
408553,11172,14.13,0.96,38,-981.4867480300001,10646,,,,
408556,11173,14.11,0.96,38,-980.9664574499999,10653,,,,
408561,11174,14.02,0.96,38,-978.5015556,10696,0.001,408460,9937002.5125,13777.18623046875
408570,11175,14.05,0.96,38,-951.7539720799999,10715,,,,
408578,11176,14.1,0.96,38,-953.4035810500002,10718,,,,
408584,11177,13.74,0.96,38,-944.3098939000001,10721,0.001,408480,12045213.6,13749.4982421875
408595,11178,13.82,0.96,38,-945.5535912500001,10741,,,,
408599,11179,13.77,0.96,38,-953.3692875300002,10748,,,,
408602,11180,13.75,0.96,37,-953.0923836900001,10790,0.001,408500,11859925.75,13939.41796875
408702,11181,14.11,0.95,37,-977.3224648000003,10890,0.001,408600,12045697.825,13873.6564453125
408707,11182,14.12,0.95,37,-997.7520199900001,10908,,,,
408713,11183,14.1,0.95,37,-1007.58200045,10911,,,,
408717,11184,14.06,0.95,37,-1016.8387696799999,10913,,,,
408722,11185,13.99,0.95,37,-1015.1361132299998,10931,0.001,408620,12330654.85,13455.14951171875
408732,11186,14.01,0.95,37,-1011.9981836999998,10936,,,,
408832,11187,14.98,0.94,37,-1063.5713996799998,10978,0.001,408720,10907830.375,13711.69306640625
408838,11188,15.02,0.94,37,-1065.61057637,10986,,,,
408875,11189,14.92,0.94,37,-1061.8991106699998,11013,0.001,408760,9929350.51875,13744.95458984375
408893,11190,15.07,0.94,37,-1075.4573715400002,11046,0.001,408780,11215312.8625,14047.08916015625
408897,11191,15.04,0.94,37,-1064.76202229,11048,,,,
408905,11192,15.08,0.94,37,-1066.04958222,11051,0.001,408800,10546487.85,13772.3193359375
408910,11193,15.08,0.94,36,-1055.25737258,11078,,,,
408924,11194,14.22,0.95,36,-988.75074404,11098,0.001,408820,11368959.05,13968.92822265625
409024,11195,14.22,0.95,36,-1022.4941214099999,11130,0.001,408920,12434680.85,13709.78388671875
409038,11196,14.33,0.95,36,-1025.34176774,11145,,,,
409047,11197,14.38,0.95,36,-1026.6006513399998,11149,0.001,408940,10972310.875,13630.3478515625
409056,11198,14.45,0.95,36,-1018.3881220699998,11153,,,,
409059,11199,14.44,0.95,36,-1018.4587870299999,11165,,,,
409066,11200,14.47,0.95,36,-1019.2474213799999,11168,0.001,408960,11899799.8625,13913.4830078125
409073,11201,14.51,0.95,36,-1020.1135366999999,11177,,,,
409083,11202,14.46,0.95,36,-1016.1506849699998,11186,0.001,408980,13816060.375,13784.98818359375
409183,11203,14.46,0.95,36,-945.6697227499998,11217,0.001,409080,10519976.625,13843.36337890625
409188,11204,14.46,0.95,36,-985.72186229,11240,,,,
409195,11205,14.25,0.95,36,-990.5320341500001,11243,,,,
409200,11206,14.25,0.95,36,-990.5566236900002,11260,,,,
409202,11207,14.2,0.95,36,-976.14060465,11262,0.001,409100,12897976.6625,13713.59521484375
409302,11208,14.2,0.95,36,-1757.39265626,11293,0.001,409200,13115021.65,13802.10078125
409307,11209,13.32,0.95,36,-1730.1774017699997,11306,,,,
409310,11210,13.29,0.95,36,-1719.84106015,11308,,,,
409315,11211,13.31,0.95,36,-1720.9575830499996,11320,,,,
409321,11212,13.33,0.95,36,-1722.1070965099998,11323,0.001,409220,12852143.525,13560.597265625
409421,11213,14.28,0.94,36,-1753.0043335999999,11362,0.001,409320,12944043.6625,13782.5666015625
409426,11214,14.24,0.94,35,-1762.36557942,11390,,,,
409526,11215,15.2,0.93,35,-1796.79942975,11436,0.001,409420,13337912.29375,14038.605859375
409530,11216,15.19,0.93,35,-1786.36198547,11458,,,,
409630,11217,16.06,0.92,35,-1819.8425425599999,11495,0.001,409520,12092934.4875,13912.71474609375
409635,11218,16.04,0.92,35,-1819.20314308,11528,,,,
409640,11219,15.8,0.92,35,-1815.8765663,11530,,,,
409644,11220,15.81,0.92,35,-1806.1758874699997,11532,0.001,409540,14434304.6125,14072.66328125
409648,11221,15.75,0.92,35,-1813.6010220099997,11550,,,,
409654,11222,15.71,0.92,35,-1822.1371141099996,11552,,,,
409663,11223,15.71,0.92,35,-1823.9299735499997,11565,0.001,409560,10720189.55,14101.06689453125
409670,11224,15.7,0.92,35,-1824.2832891799999,11588,,,,
409677,11225,15.71,0.92,35,-1823.9875696,11591,,,,
409684,11226,15.74,0.92,35,-1794.6718335500002,11605,0.001,409580,13863063.375,13704.64423828125
409732,11227,16.19,0.92,35,-1829.2519311699998,11620,0.001,409620,11539420.525,14096.73662109375
409741,11228,16.24,0.92,35,-1811.0439701399998,11634,0.001,409640,13874284.7,13738.70478515625
409743,11229,16.24,0.92,35,-1811.1342982200001,11661,,,,
409752,11230,16.27,0.92,35,-1804.39710453,11670,,,,
409760,11231,16.32,0.92,35,-1816.3723108999998,11694,,,,
409763,11232,16.31,0.92,35,-1816.6387933499998,11696,0.001,409660,11959276.9625,13799.36962890625
409768,11233,16.28,0.92,34,-1814.1932438400004,11714,,,,
409773,11234,16.3,0.92,34,-1814.5797628300002,11752,,,,
409783,11235,16.27,0.92,34,-1813.2084242,11766,0.001,409680,10268596.75,13961.069921875
409806,11236,16.46,0.92,34,-1818.4157420799997,11773,0.001,409700,10985231.85,14057.71220703125
409810,11237,16.44,0.92,34,-1818.04767867,11780,,,,
409815,11238,16.45,0.92,34,-1827.70764758,11813,,,,
409915,11239,17.39,0.91,34,-1857.84324433,11840,0.001,409800,12483256.7,13717.18369140625
409920,11240,17.34,0.91,34,-1855.1703018500002,11848,,,,
409924,11241,17.27,0.91,34,-1853.86525484,11850,0.001,409820,14385120.1,13833.6201171875
409929,11242,17.27,0.91,34,-1843.7233929000001,11853,,,,
409934,11243,17.26,0.91,34,-1853.4802301999998,11855,,,,
410034,11244,18.21,0.9,34,-1892.8752527499998,11897,0.001,409920,15285288.5125,13809.86611328125
410042,11245,18.14,0.9,34,-1890.61380472,11900,0.001,409940,13375637.8,13777.408203125
410045,11246,18.13,0.9,34,-1890.1502292500002,11907,,,,
410047,11247,18.11,0.9,34,-1899.7313757,11909,,,,
410052,11248,18.08,0.9,34,-1920.07246648,11926,,,,
410059,11249,18.08,0.9,34,-1941.11136076,11950,,,,
410063,11250,18.04,0.9,34,-1940.4547119,11952,0.001,409960,14000394.45,13773.56533203125
410066,11251,18.0,0.9,34,-1939.8682913399998,11954,,,,
410069,11252,17.99,0.9,34,-1919.5829432999997,11966,,,,
410073,11253,17.97,0.9,34,-1909.3934321599997,11978,,,,
410081,11254,17.98,0.9,34,-1909.4526358800001,11987,0.001,409980,13561646.15,14164.56142578125
410086,11255,17.78,0.9,34,-1897.3788589399999,11999,,,,
410091,11256,17.73,0.9,34,-1886.3910449999996,12037,,,,
410097,11257,17.67,0.9,34,-1875.4961938699996,12044,,,,
410197,11258,18.59,0.89,33,-2093.9851584399994,12107,0.001,410080,11907824.375,13774.50751953125
410201,11259,18.6,0.89,33,-2096.0573890399996,12119,0.001,410100,13347266.55,13811.33212890625
410205,11260,18.63,0.89,33,-2097.81986049,12122,,,,
410214,11261,18.68,0.89,33,-2099.35157588,12180,,,,
410219,11262,18.66,0.89,33,-2059.43368093,12258,,,,
410222,11263,18.46,0.89,33,-2013.2783076299997,12271,0.001,410120,13885015.5625,13819.01826171875
410227,11264,18.44,0.89,33,-1943.7795535199998,12273,,,,
410231,11265,18.45,0.89,33,-1944.9957892499995,12280,,,,
410237,11266,18.22,0.89,33,-1939.1962960999997,12308,,,,
410244,11267,18.2,0.89,33,-1948.7303985499998,12316,0.001,410140,12636384.975,13785.48193359375
410246,11268,17.85,0.89,33,-1929.33378484,12323,,,,
410346,11269,18.81,0.88,33,-1946.5018924900003,12354,0.001,410240,12430649.1625,14104.1755859375
410354,11270,18.84,0.88,33,-1937.56978834,12357,,,,
410356,11271,18.09,0.88,33,-1918.5903733200003,12374,,,,
410362,11272,18.09,0.88,33,-1920.14609044,12382,0.001,410260,10926424.8875,13693.58798828125
410365,11273,18.09,0.88,33,-1920.05025951,12388,,,,
410374,11274,18.13,0.88,33,-1930.4186386899996,12432,,,,
410380,11275,18.1,0.88,32,-1917.3076854499998,12445,,,,
410387,11276,18.09,0.88,32,-1928.14773109,12448,0.001,410280,12028952.95625,13700.81943359375
410389,11277,18.05,0.88,32,-1926.6538075199999,12454,,,,
410395,11278,18.0,0.88,32,-1925.5156052400002,12472,,,,
410400,11279,18.01,0.88,32,-1927.3414982699999,12480,,,,
410403,11280,18.01,0.88,32,-1927.22883102,12497,0.001,410300,12191909.325,13510.61982421875
410408,11281,17.06,0.89,32,-1883.07947696,12499,,,,
410414,11282,17.07,0.89,32,-1861.9761901599998,12537,,,,
410416,11283,17.03,0.89,32,-1851.1174713799999,12574,,,,
410420,11284,17.03,0.89,32,-1841.6318753699995,12606,,,,
410425,11285,17.03,0.89,32,-1841.4343525299998,12609,0.001,410320,12529731.8625,14192.37490234375
