time/total timesteps,train/learning_rate,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,rollout/success rate,time/episodes,train/n_updates,time/time_elapsed,train/critic_loss,train/actor_loss
621017,0.001,54.64,-65.80575994,92,0.53,10946,620900,6688,5127.097857666015,312.6028289794922
621107,0.001,54.54,-68.19227800000002,92,0.54,10947,621000,6723,5025.227673339844,304.57159729003905
621113,,53.6,-67.44658442000001,92,0.55,10948,,6731,,
621120,,53.54,-67.48203438,92,0.55,10949,,6740,,
621127,0.001,52.61,-66.62479049000001,92,0.56,10950,621020,6742,5452.110543823243,303.78839416503905
621141,0.001,52.63,-67.03326656000002,92,0.56,10951,621040,6747,4242.444549560547,312.7393341064453
621143,,51.65,-66.49017372000002,92,0.57,10952,,6748,,
621149,,51.62,-66.46298291000001,91,0.57,10953,,6757,,
621249,0.001,52.58,-67.50060821000001,91,0.56,10954,621140,6782,5403.666812133789,313.63140869140625
621251,,52.49,-67.23006764,91,0.56,10955,,6784,,
621271,0.001,52.49,-67.62713027000001,91,0.56,10956,621160,6796,5150.659924316406,307.56150512695314
621342,0.001,52.2,-67.44938820000002,91,0.57,10957,621240,6816,5300.469439697265,307.26282653808596
621357,,52.25,-67.90104413,91,0.57,10958,,6822,,
621457,0.001,52.25,-68.02977107,90,0.57,10959,621340,6853,3979.2024505615236,309.5169708251953
621557,0.001,53.14,-68.78657271,90,0.56,10960,621440,6887,4231.39423828125,313.3973754882812
621657,0.001,53.14,-69.32675937,89,0.56,10961,621540,6938,4554.001470947265,316.31181640625
621671,0.001,53.23,-69.39631224,89,0.56,10962,621560,6942,5199.287252807617,314.8096038818359
621771,0.001,53.96,-74.71004775,89,0.55,10963,621660,6974,4051.742321777344,303.8342254638672
621871,0.001,53.99,-75.3999582,88,0.54,10964,621760,6995,3921.6514526367187,303.1351684570312
621971,0.001,53.99,-79.99335901,88,0.54,10965,621860,7043,4755.732470703125,310.12916870117186
622016,0.001,53.44,-80.32376946000001,88,0.55,10966,621900,7057,4065.1008880615236,309.9390533447266
622024,0.001,52.52,-74.91990875999998,88,0.56,10967,621920,7059,3768.544323730469,316.18076171875
622063,0.001,52.41,-76.10725884,87,0.56,10968,621960,7077,5450.836840820312,309.68272094726564
622067,,51.45,-75.4290528,87,0.57,10969,,7079,,
622167,0.001,52.39,-76.13084612,87,0.56,10970,622060,7118,5629.194372558593,313.2169525146484
622169,,51.41,-70.73515064,87,0.57,10971,,7120,,
622269,0.001,52.39,-71.62998268,86,0.56,10972,622160,7153,5824.887481689453,303.15252380371095
622369,0.001,52.39,-74.30262341000001,86,0.56,10973,622260,7186,5561.456164550781,306.9423400878906
622380,,52.44,-74.72792031,86,0.56,10974,,7190,,
622382,0.001,51.46,-73.92742561000001,86,0.57,10975,622280,7192,5061.4437805175785,309.679443359375
622397,,51.53,-73.98149907,86,0.57,10976,,7197,,
622401,0.001,51.54,-73.98914929,86,0.57,10977,622300,7199,6382.514871215821,303.7788330078125
622406,,50.59,-73.34541433,86,0.58,10978,,7202,,
622506,0.001,51.2,-73.93545503,85,0.57,10979,622400,7244,4437.306796264648,315.94646911621095
622514,,50.28,-73.48032216,85,0.58,10980,,7246,,
622614,0.001,50.28,-74.33343143,85,0.58,10981,622500,7273,3937.869209289551,309.97597351074216
622624,0.001,49.38,-73.64828574000002,85,0.59,10982,622520,7277,4037.7923278808594,316.2459777832031
622724,0.001,50.37,-74.62869140000001,85,0.58,10983,622620,7298,4656.021374511719,304.43190002441406
622731,,50.19,-73.50922395000002,85,0.58,10984,,7300,,
622745,0.001,50.07,-72.94246237,85,0.58,10985,622640,7306,4100.487155151367,305.8673492431641
622750,,49.12,-71.96569235999999,85,0.59,10986,,7307,,
622763,0.001,49.04,-72.36860842,85,0.59,10987,622660,7312,4340.631582641601,307.8970031738281
622863,0.001,49.04,-72.60372247,84,0.59,10988,622760,7347,4284.006781005859,306.59276123046874
622963,0.001,49.04,-72.77776033999999,84,0.59,10989,622860,7375,5721.114855957031,310.07232360839845
623063,0.001,49.04,-72.17281521,84,0.59,10990,622960,7399,6046.317747497558,301.48858337402345
623163,0.001,49.04,-72.54008635,83,0.59,10991,623060,7432,2696.0425048828124,313.77467041015626
623263,0.001,49.9,-73.25201849999999,83,0.58,10992,623160,7461,6168.667700195312,303.7567443847656
623363,0.001,50.8,-76.13128162999999,83,0.57,10993,623260,7497,5255.018499755859,304.0001159667969
623463,0.001,51.76,-78.57471165000001,82,0.56,10994,623360,7533,4806.167556762695,314.12648315429686
623537,0.001,51.5,-80.43969176,82,0.57,10995,623420,7562,3727.7985778808593,310.70514526367185
623637,0.001,51.5,-79.94014647,82,0.57,10996,623520,7590,4516.347399902344,306.5736145019531
623737,0.001,52.47,-80.75063972999999,81,0.56,10997,623620,7620,6024.431671142578,310.4174102783203
623818,0.001,53.15,-81.70735044999999,81,0.56,10998,623700,7650,4851.164736938476,306.68568115234376
623918,0.001,54.12,-83.33917538,81,0.55,10999,623800,7676,5283.679067993164,310.2997680664063
623980,0.001,54.54,-83.23914129,80,0.55,11000,623860,7706,6239.502801513672,303.7495086669922
623992,0.001,53.66,-80.61303401,80,0.56,11001,623880,7711,5937.450610351562,311.3718566894531
623997,,53.6,-80.67024766,80,0.56,11002,,7717,,
623999,,52.62,-80.02438789,80,0.57,11003,,7719,,
624099,0.001,53.42,-80.61021926,80,0.56,11004,623980,7740,4646.388043212891,305.47279663085936
624103,0.001,53.32,-80.53833424999999,80,0.56,11005,624000,7748,6304.3208282470705,302.63994750976565
624203,0.001,54.29,-81.25113517999999,80,0.55,11006,624100,7771,5752.619934082031,308.18659057617185
624303,0.001,54.29,-80.93734544,80,0.55,11007,624200,7801,5477.341156005859,301.6727020263672
624307,,54.26,-80.63057928,79,0.55,11008,,7804,,
624407,0.001,54.26,-80.64203261,79,0.55,11009,624300,7834,5849.0210632324215,308.9108825683594
624507,0.001,54.26,-80.61156151,79,0.55,11010,624400,7868,4567.132733154297,308.14147033691404
624607,0.001,55.16,-81.19012221000001,79,0.54,11011,624500,7888,5529.150277709961,310.84075927734375
624622,0.001,54.31,-78.47685288000001,79,0.55,11012,624520,7893,6837.410202026367,309.8127899169922
624722,0.001,54.31,-78.59815684000002,78,0.55,11013,624620,7912,5674.404273986816,306.90435180664065
624822,0.001,54.31,-79.25953460000001,78,0.55,11014,624720,7945,6126.3762878417965,306.6166931152344
624922,0.001,54.31,-75.11491425999999,78,0.55,11015,624820,7970,4116.469012451172,314.28969421386716
625022,0.001,55.26,-76.79144316,78,0.54,11016,624920,7991,5430.151806640625,299.6421783447266
625122,0.001,55.26,-75.82831541,78,0.54,11017,625020,8011,7114.287704467773,306.44061279296875
625222,0.001,56.22,-76.75610272,77,0.53,11018,625120,8036,4892.8753662109375,313.78692016601565
625322,0.001,56.22,-76.95844385999999,77,0.53,11019,625220,8070,4017.903143310547,304.79461364746095
625344,0.001,55.44,-77.07525050999999,77,0.54,11020,625240,8082,3952.9294708251955,310.7645233154297
625444,0.001,56.4,-79.14316996,77,0.53,11021,625340,8111,4048.415707397461,303.44239501953126
625544,0.001,57.35,-84.75992573999999,76,0.52,11022,625440,8163,4497.327587890625,306.11134643554686
625549,,56.4,-83.27869067,76,0.53,11023,,8167,,
625567,0.001,56.51,-83.36812330999999,76,0.53,11024,625460,8172,4850.327990722656,304.0968994140625
625591,0.001,55.75,-83.04883936,76,0.54,11025,625480,8179,4979.94501953125,307.982421875
625691,0.001,56.58,-83.321047,76,0.53,11026,625580,8218,5650.328741455078,307.5060089111328
625704,0.001,56.63,-83.33495406999998,76,0.53,11027,625600,8232,6107.840826416015,304.19956970214844
625711,,56.65,-83.33739915999999,75,0.53,11028,,8234,,
625811,0.001,56.65,-82.10478127,75,0.53,11029,625700,8259,3812.5921981811525,301.9475128173828
625827,0.001,56.73,-82.10809187000001,75,0.53,11030,625720,8265,5265.9470703125,301.5447174072266
625927,0.001,57.59,-84.28482919999999,75,0.52,11031,625820,8295,5233.195297241211,299.3407867431641
625931,,56.63,-83.48542233000002,75,0.53,11032,,8297,,
626031,0.001,57.07,-83.64824564,75,0.52,11033,625920,8317,4086.9848861694336,301.47032470703124
626131,0.001,57.07,-83.54498122000003,75,0.52,11034,626020,8345,4686.123583984375,310.51727294921875
626138,,57.06,-83.53664043,74,0.52,11035,,8349,,
626142,0.001,56.1,-82.69416863999999,74,0.53,11036,626040,8358,5450.459210205078,314.97516174316405
626154,,55.22,-82.42769008,74,0.54,11037,,8367,,
626177,0.001,55.39,-82.90859450000002,74,0.54,11038,626060,8376,4243.16520690918,300.6620208740234
626277,0.001,56.35,-83.64767859000003,74,0.53,11039,626160,8406,6709.277978515625,305.1108428955078
626280,,56.27,-83.62063416000001,74,0.53,11040,,8407,,
626380,0.001,57.22,-88.13155635999999,74,0.52,11041,626260,8428,4549.663087463379,313.2485046386719
626385,0.001,56.8,-86.48399977999998,74,0.52,11042,626280,8430,6016.037139892578,305.8240966796875
626485,0.001,57.68,-89.76372598,74,0.51,11043,626380,8464,4087.136895751953,299.22284240722655
626488,,56.71,-87.78453096,73,0.52,11044,,8471,,
626492,,55.75,-86.67757782999999,73,0.53,11045,,8473,,
626592,0.001,55.75,-84.09225709,73,0.53,11046,626480,8497,4373.755477905273,311.4025421142578
626599,,54.92,-80.06310332,73,0.53,11047,,8499,,
626661,0.001,55.48,-80.45143193999999,73,0.53,11048,626560,8518,5265.833230590821,295.4325439453125
626761,0.001,56.41,-81.32528116999998,73,0.52,11049,626660,8558,4935.582684326172,307.83067016601564
626861,0.001,57.34,-82.10900169,72,0.51,11050,626760,8591,5263.563757324218,306.1405975341797
626867,,57.26,-81.70325269000001,72,0.51,11051,,8593,,
626871,,57.28,-81.70686383000002,72,0.51,11052,,8599,,
626971,0.001,58.22,-82.52882571,72,0.5,11053,626860,8640,4877.602709960937,307.91539001464844
626975,,57.26,-81.44372072000002,72,0.51,11054,,8643,,
627008,0.001,57.57,-81.49607339,72,0.51,11055,626900,8653,4609.546310424805,304.6892425537109
627034,0.001,57.63,-81.77136558000001,72,0.51,11056,626920,8660,4873.621563720703,310.5442626953125
627134,0.001,57.92,-82.1056603,72,0.5,11057,627020,8692,4856.108758544922,311.19012145996095
627136,,57.79,-81.62617555000001,72,0.5,11058,,8699,,
627141,0.001,56.84,-80.77340906,72,0.51,11059,627040,8702,5961.371038818359,305.59076538085935
627241,0.001,56.84,-80.29076859000001,71,0.51,11060,627140,8730,4051.342352294922,314.2709899902344
627341,0.001,56.84,-85.00223620999999,71,0.51,11061,627240,8759,4154.972262573242,317.27826232910155
627441,0.001,57.7,-85.81568961000002,71,0.5,11062,627340,8802,4190.3627258300785,307.8650421142578
627541,0.001,57.7,-80.97215122,71,0.5,11063,627440,8836,4115.957238769532,312.89662170410156
627552,,56.81,-80.58417512999999,70,0.51,11064,,8844,,
627652,0.001,56.81,-75.89048638,70,0.51,11065,627540,8874,5063.045932006836,310.090771484375
627752,0.001,57.36,-78.13855595,70,0.5,11066,627640,8917,3368.6050216674803,306.6616149902344
627762,0.001,57.38,-77.99559243999998,70,0.5,11067,627660,8921,5636.478494262696,304.44895629882814
627768,,57.05,-76.11972825,70,0.5,11068,,8924,,
627868,0.001,58.01,-76.90247575,70,0.49,11069,627760,8947,5540.497329711914,306.8119232177734
627874,,57.07,-76.39433306999999,70,0.5,11070,,8950,,
627882,0.001,57.13,-76.61011924999998,70,0.5,11071,627780,8953,3538.7845703125,309.5362609863281
627889,,56.2,-75.733244,70,0.51,11072,,8956,,
627897,,55.28,-72.40967916,70,0.52,11073,,8963,,
627903,0.001,55.23,-71.98688990999999,70,0.52,11074,627800,8966,4322.184765625,307.56273498535154
627912,,55.3,-71.95681689999999,70,0.52,11075,,8969,,
628012,0.001,56.15,-72.74992968000001,69,0.51,11076,627900,8996,5231.05432434082,305.8575775146484
628112,0.001,57.11,-73.42455683,69,0.5,11077,628000,9022,5379.30573425293,305.5207458496094
628123,0.001,57.17,-73.42557158000001,69,0.5,11078,628020,9026,5102.66138305664,306.0347473144531
628167,0.001,56.61,-73.12550167,69,0.51,11079,628060,9038,7136.268719482422,308.0024108886719
628175,,56.61,-73.02918999,69,0.51,11080,,9041,,
628275,0.001,56.61,-75.59306605,69,0.51,11081,628160,9063,4330.197351074219,318.1315002441406
628375,0.001,57.51,-77.66284202000001,69,0.5,11082,628260,9090,6430.141674804688,307.34072265625
628379,,56.55,-76.63683801,69,0.51,11083,,9092,,
628479,0.001,57.48,-77.68435853999999,68,0.5,11084,628360,9139,4095.4446365356443,310.32970275878904
628490,0.001,57.45,-77.39943131,68,0.5,11085,628380,9144,5465.9849304199215,310.03627624511716
628499,,57.49,-77.70565413,68,0.5,11086,,9147,,
628599,0.001,58.36,-82.32591676999999,68,0.49,11087,628480,9184,4899.765899658203,302.32203063964846
628616,0.001,57.53,-82.09746879999999,68,0.5,11088,628500,9188,4470.080276489258,304.96851806640626
628654,0.001,56.91,-81.38597175999999,68,0.51,11089,628540,9197,4987.569128417968,304.7965515136719
628669,0.001,56.06,-80.82700274999999,68,0.52,11090,628560,9202,4574.308441162109,308.793115234375
628769,0.001,56.06,-81.09575609999997,68,0.52,11091,628660,9242,4815.325219726563,311.5201843261719
628869,0.001,56.06,-85.14489104999998,67,0.52,11092,628760,9269,6851.338714599609,305.0429351806641
628969,0.001,56.06,-82.95759220999999,67,0.52,11093,628860,9300,4188.146865844727,308.9463653564453
628978,,55.15,-80.57285614999999,67,0.53,11094,,9305,,
629078,0.001,55.41,-78.24040911999998,67,0.52,11095,628960,9341,4773.970324707031,309.2393402099609
629087,0.001,54.5,-78.0504309,67,0.53,11096,628980,9345,5235.996984863281,310.4784332275391
629092,,53.55,-77.29657319999998,67,0.54,11097,,9347,,
629098,,52.8,-75.69984054,67,0.54,11098,,9349,,
629198,0.001,52.8,-75.01769033000001,67,0.54,11099,629080,9378,4462.8508972167965,315.0417114257813
629298,0.001,53.18,-75.76907255999998,66,0.53,11100,629180,9404,3976.0198486328127,309.12274780273435
629318,0.001,53.26,-75.68518442999999,66,0.53,11101,629200,9410,3975.787171936035,299.37030029296875
629325,0.001,53.28,-75.59027753999999,66,0.53,11102,629220,9413,5264.406057739257,299.71531066894534
629425,0.001,54.26,-76.01331277,66,0.52,11103,629320,9443,4907.473980712891,302.20038146972655
629431,,53.32,-75.18830064999999,66,0.53,11104,,9451,,
629437,,53.34,-75.19568159,66,0.53,11105,,9453,,
629448,0.001,52.45,-74.50636735,66,0.54,11106,629340,9458,7211.381701660156,303.6429779052734
629449,,51.46,-73.59379128,66,0.55,11107,,9459,,
629549,0.001,52.42,-74.38559383000002,66,0.54,11108,629440,9493,7332.77551574707,296.4937744140625
629649,0.001,52.42,-74.30986027,66,0.54,11109,629540,9511,3666.66123046875,306.2690399169922
629749,0.001,52.42,-76.74145246000002,65,0.54,11110,629640,9553,5101.1325408935545,306.2935485839844
629849,0.001,52.42,-76.78581072000001,65,0.54,11111,629740,9575,5314.594445800782,306.85914306640626
629949,0.001,53.27,-77.98514599,65,0.53,11112,629840,9606,5227.797140502929,301.89801330566405
629955,,52.33,-77.15966021000003,65,0.54,11113,,9609,,
630055,0.001,52.33,-77.14852631000002,65,0.54,11114,629940,9633,5130.963973999023,315.21015014648435
630155,0.001,52.33,-79.02683565000001,65,0.54,11115,630040,9661,4411.615036010742,306.422216796875
630255,0.001,52.33,-79.23286529,64,0.54,11116,630140,9707,4655.882077026367,310.15150756835936
630355,0.001,52.33,-79.21182597,64,0.54,11117,630240,9723,6416.453497314453,312.15557861328125
630455,0.001,52.33,-81.27592661,64,0.54,11118,630340,9758,6201.498913574219,309.9159393310547
630462,0.001,51.4,-80.31569785,64,0.55,11119,630360,9767,3492.3764221191404,306.78517456054686
630562,0.001,52.18,-80.10511891,64,0.54,11120,630460,9790,5960.956329345703,309.0426910400391
630662,0.001,52.18,-78.72664068,64,0.54,11121,630560,9805,5569.184762573243,307.50762329101565
630668,,51.24,-73.26427167,64,0.55,11122,,9823,,
630671,,51.22,-73.30986911,64,0.55,11123,,9824,,
630771,0.001,52.04,-73.93184804,64,0.54,11124,630660,9849,3141.2153747558596,303.9652130126953
630776,,51.85,-73.16522908,64,0.54,11125,,9850,,
630876,0.001,51.85,-73.72963774,63,0.54,11126,630760,9893,5276.183685302734,302.99353942871096
630881,0.001,51.77,-73.84298901,63,0.54,11127,630780,9896,6896.141107177735,304.8794372558594
630920,0.001,52.09,-75.14759108999999,63,0.54,11128,630800,9907,4255.996691894531,302.2084930419922
630929,0.001,51.18,-74.17131902,63,0.55,11129,630820,9912,5204.843576049805,304.40618286132815
630935,,51.08,-74.25673497999999,63,0.55,11130,,9920,,
631035,0.001,51.08,-72.08205203,63,0.55,11131,630920,9953,4937.64189453125,311.22864990234376
631095,0.001,51.64,-72.91238147,63,0.55,11132,630980,9976,3916.309460449219,311.7628479003906
631195,0.001,51.64,-73.36463156999999,63,0.55,11133,631080,9998,6182.237857055664,308.6758728027344
631209,0.001,50.78,-73.1868667,63,0.56,11134,631100,10008,4039.739193725586,306.94798583984374
631218,,50.8,-73.24384432,63,0.56,11135,,10011,,
631318,0.001,51.76,-73.68429775999999,62,0.55,11136,631200,10035,4175.386376953125,310.04541015625
631418,0.001,52.64,-73.91785232,62,0.54,11137,631300,10069,4223.974064636231,314.80462646484375
631429,0.001,52.52,-73.53745479999999,62,0.54,11138,631320,10072,4213.866995239257,310.0516632080078
631529,0.001,52.52,-73.52430394,62,0.54,11139,631420,10101,7344.300830078125,302.8151123046875
631537,,52.57,-73.58918002,62,0.54,11140,,10105,,
631637,0.001,52.57,-69.96463890999999,62,0.54,11141,631520,10145,5057.139251708984,309.21152648925784
631645,0.001,52.6,-69.97150803999999,62,0.54,11142,631540,10154,4317.556906127929,305.5017059326172
631745,0.001,52.6,-67.63279769,61,0.54,11143,631640,10191,4299.776559448243,302.2023895263672
631750,,52.62,-67.63372567999998,61,0.54,11144,,10193,,
631850,0.001,53.58,-68.32271468,61,0.53,11145,631740,10235,3528.7051376342774,305.0389373779297
631860,,52.68,-67.6698325,61,0.54,11146,,10239,,
631960,0.001,53.61,-68.9793758,61,0.53,11147,631840,10269,4276.90629272461,311.52003784179686
632060,0.001,53.99,-68.92269352,61,0.52,11148,631940,10306,6096.287023925781,311.5430938720703
632096,0.001,53.35,-68.41777787999999,61,0.53,11149,631980,10314,5074.515937805176,307.01031188964845
632107,0.001,52.46,-67.78562977999998,61,0.54,11150,632000,10318,6544.671224975586,306.85642395019534
632115,,52.48,-67.78066516999998,61,0.54,11151,,10321,,
632215,0.001,53.44,-68.38164511999999,61,0.53,11152,632100,10343,5526.762683105469,295.7517486572266
632315,0.001,53.44,-68.42359156,61,0.53,11153,632200,10361,5732.971600341797,311.52370300292966
632321,0.001,53.46,-68.62687899,61,0.53,11154,632220,10364,4407.169616699219,311.4583740234375
632333,,53.25,-68.59957133000002,60,0.53,11155,,10373,,
632433,0.001,53.99,-68.22025635000001,60,0.52,11156,632320,10397,4191.96586303711,308.39707336425784
632440,,53.06,-67.40735947000002,60,0.53,11157,,10405,,
632452,0.001,53.16,-67.49886167000001,60,0.53,11158,632340,10409,6734.521286010742,309.8618103027344
632457,,53.16,-67.49979173000001,60,0.53,11159,,10416,,
632557,0.001,53.16,-67.97246684000001,60,0.53,11160,632440,10444,5029.4060546875,302.6988037109375
632571,0.001,52.3,-62.34269287000001,60,0.54,11161,632460,10450,6013.105807495117,312.6290618896484
632671,0.001,52.3,-67.14483860000001,60,0.54,11162,632560,10475,5910.0117462158205,308.1231353759766
632771,0.001,52.3,-71.82653873,60,0.54,11163,632660,10501,5529.725675964355,304.87224731445315
632784,0.001,52.32,-71.42440590999999,60,0.54,11164,632680,10505,4942.521261596679,302.56474609375
632884,0.001,52.32,-76.10537147999999,60,0.54,11165,632780,10539,5815.594546508789,308.07825927734376
632889,,51.37,-73.26536537999999,60,0.55,11166,,10540,,
632900,,51.38,-73.26241329999999,60,0.55,11167,,10544,,
632922,0.001,51.54,-73.32784237,59,0.55,11168,632820,10556,5398.536614990235,308.52863159179685
633022,0.001,51.54,-73.58629192000001,59,0.55,11169,632920,10576,5919.628057861328,301.3627960205078
633122,0.001,52.48,-73.96903237000001,59,0.54,11170,633020,10605,4672.203283691406,316.2079620361328
633222,0.001,53.4,-74.69771293999999,59,0.53,11171,633120,10636,5743.852532958985,306.75038452148436
633322,0.001,54.33,-80.25534157,59,0.52,11172,633220,10654,4486.135772705078,301.72303771972656
633422,0.001,55.25,-80.83912351,59,0.51,11173,633320,10679,4551.215139770507,303.51526794433596
633522,0.001,56.19,-81.7222574,59,0.5,11174,633420,10716,4322.843406677246,311.3823547363281
633592,0.001,56.8,-85.29103751000001,58,0.5,11175,633480,10739,4654.05048828125,307.67156982421875
633603,0.001,55.91,-84.29571975,58,0.51,11176,633500,10749,4844.762951660156,310.31919860839844
633703,0.001,55.91,-84.01762669,58,0.51,11177,633600,10767,6951.689624023437,304.9549896240234
633803,0.001,56.8,-89.73602060999998,58,0.5,11178,633700,10803,5216.781890869141,308.46582946777346
633813,,56.46,-89.38480457,58,0.5,11179,,10807,,
633913,0.001,57.38,-90.22697137999998,58,0.49,11180,633800,10834,6284.1136474609375,305.58348388671874
634013,0.001,57.38,-91.65337844,58,0.49,11181,633900,10859,5530.787670898438,296.94190979003906
634034,0.001,56.59,-89.60987535,58,0.5,11182,633920,10865,4210.201542663574,309.0833801269531
634041,0.001,56.62,-89.88089072000001,58,0.5,11183,633940,10869,2944.750457763672,297.86549682617186
634060,,55.81,-88.90550545000002,58,0.51,11184,,10875,,
634065,0.001,55.75,-88.56241478,58,0.51,11185,633960,10877,4740.414608764649,303.0848419189453
634165,0.001,56.66,-93.21825423,58,0.5,11186,634060,10919,4664.549945068359,306.5629425048828
634265,0.001,56.66,-92.60589793000001,57,0.5,11187,634160,10951,4850.737606811524,308.9520721435547
634365,0.001,57.49,-93.68168389,57,0.49,11188,634260,10988,5602.0761047363285,306.37212829589845
634465,0.001,58.11,-94.10190729,57,0.48,11189,634360,11009,5503.520104980469,311.7858581542969
634565,0.001,58.96,-99.47530794000001,57,0.47,11190,634460,11037,6061.319424438477,311.0856140136719
634665,0.001,58.96,-98.50373464999998,57,0.47,11191,634560,11058,5885.627838134766,312.45338134765626
634765,0.001,58.96,-95.43490922999999,57,0.47,11192,634660,11080,4975.112274169922,306.79945983886716
634865,0.001,58.96,-96.09620148,57,0.47,11193,634760,11103,5712.863128662109,316.3618988037109
634965,0.001,59.87,-101.74729967999998,57,0.46,11194,634860,11120,3409.366668701172,308.2601684570312
634973,,58.95,-101.33397551999998,57,0.47,11195,,11123,,
634984,0.001,58.97,-101.16604468,57,0.47,11196,634880,11133,7700.544946289063,307.51890563964844
635084,0.001,59.92,-101.66668932999997,56,0.46,11197,634980,11150,5010.492044067383,304.07444763183594
635087,,59.89,-101.60560124,56,0.46,11198,,11157,,
635187,0.001,59.89,-101.20324478999999,56,0.46,11199,635080,11177,5146.359205627441,318.2496856689453
635287,0.001,59.89,-105.95884774,56,0.46,11200,635180,11197,6363.302239990235,306.9774139404297
635302,0.001,59.84,-105.60804836000001,56,0.46,11201,635200,11202,6448.510583496094,309.1567749023437
635402,0.001,60.77,-106.87760168999999,56,0.45,11202,635300,11236,5151.587237548828,305.21396789550784
635502,0.001,60.77,-107.16269296000002,56,0.45,11203,635400,11276,5018.047711181641,313.71131896972656
635602,0.001,61.71,-113.32870505,56,0.44,11204,635500,11293,4446.420275878906,308.2598480224609
635702,0.001,62.65,-114.06506071000001,56,0.43,11205,635600,11319,5099.47248840332,300.14439086914064
635802,0.001,63.54,-115.72667894000001,56,0.42,11206,635700,11346,3983.94899597168,311.3202362060547
635820,,63.71,-116.13843977000002,55,0.42,11207,,11354,,
635920,0.001,63.71,-115.90959221000001,55,0.42,11208,635800,11380,5310.804312133789,305.0255981445313
635940,0.001,62.91,-115.64514883,55,0.43,11209,635820,11388,5078.771893310547,308.5105407714844
636040,0.001,62.91,-113.33969160000001,55,0.43,11210,635920,11415,3534.3657257080076,311.2865905761719
636140,0.001,62.91,-113.79939939,55,0.43,11211,636020,11437,5997.140106201172,302.64033203125
636240,0.001,62.91,-113.40613149,55,0.43,11212,636120,11469,5164.661782836914,318.0478790283203
636249,0.001,62.94,-113.43084963000001,55,0.43,11213,636140,11473,5690.583993530274,310.2754791259766
636349,0.001,62.94,-112.99306854000002,55,0.43,11214,636240,11493,5878.781970214844,302.2380798339844
636449,0.001,62.94,-110.60539628000002,55,0.43,11215,636340,11513,4597.027319335937,305.5205474853516
636549,0.001,62.94,-109.55037099000003,55,0.43,11216,636440,11538,5528.875903320312,303.5514373779297
636649,0.001,62.94,-109.26185838,55,0.43,11217,636540,11567,4505.334503173828,309.9656005859375
636749,0.001,62.94,-106.78526057,54,0.43,11218,636640,11586,5845.770422363281,310.6677642822266
636779,0.001,63.17,-106.81850734999998,54,0.43,11219,636660,11601,5085.22258605957,311.45435791015626
636879,0.001,63.17,-106.68496056999999,54,0.43,11220,636760,11630,5131.404461669922,306.9996826171875
636890,0.001,62.28,-106.23438869000002,54,0.44,11221,636780,11640,4535.774462890625,311.89772644042966
636894,,62.26,-106.17566643000002,54,0.44,11222,,11647,,
636994,0.001,63.23,-108.83392517000001,54,0.43,11223,636880,11665,6307.189109802246,301.42250671386716
637094,0.001,63.23,-108.83889543000001,54,0.43,11224,636980,11688,6435.487188720703,307.9928924560547
637102,0.001,63.26,-109.00275300999999,54,0.43,11225,637000,11691,4289.051699829101,312.88734130859376
637202,0.001,63.26,-109.13135953999999,54,0.43,11226,637100,11720,5679.2355285644535,310.92750244140626
637217,,63.36,-109.23964098999998,54,0.43,11227,,11725,,
637317,0.001,63.97,-108.27737799,54,0.42,11228,637200,11753,5152.591009521484,307.0148529052734
637417,0.001,64.88,-109.06491774,54,0.41,11229,637300,11779,5556.569927978516,318.4660705566406
637517,0.001,65.82,-109.75311359999999,54,0.4,11230,637400,11802,5421.331619262695,307.4674102783203
637617,0.001,65.82,-114.80362228,53,0.4,11231,637500,11836,4388.686117553711,308.769970703125
637717,0.001,66.22,-115.51589745,53,0.39,11232,637600,11863,4597.147366333008,310.1075958251953
637817,0.001,66.22,-115.33586479000002,53,0.39,11233,637700,11893,6002.122579956054,305.1077178955078
637917,0.001,67.08,-115.66586208000001,53,0.38,11234,637800,11920,5917.57691040039,304.4742401123047
637927,0.001,67.09,-115.76048066,53,0.38,11235,637820,11923,4978.535708618164,306.30113830566404
638027,0.001,67.09,-115.91292103999999,53,0.38,11236,637920,11949,6150.98115234375,309.1496276855469
638033,,66.15,-115.51768885999998,53,0.39,11237,,11958,,
638066,0.001,66.37,-116.56939020999998,53,0.39,11238,637960,11967,7024.008850097656,301.47206726074216
638073,,65.44,-116.14420604000001,53,0.4,11239,,11975,,
638173,0.001,66.36,-116.92812852000002,53,0.39,11240,638060,11999,4886.256695556641,310.1515686035156
638273,0.001,66.36,-118.51404961,53,0.39,11241,638160,12027,6848.787811279297,303.0935974121094
638373,0.001,67.28,-119.85462222000002,52,0.38,11242,638260,12059,4182.718405151367,308.0651916503906
638435,0.001,66.9,-119.12702678000001,52,0.39,11243,638320,12073,4951.549244689942,318.42523498535155
638535,0.001,67.85,-119.84589549,52,0.38,11244,638420,12098,3927.2039001464846,308.79111938476564
638635,0.001,67.85,-120.62030339,52,0.38,11245,638520,12125,4047.701770019531,309.0476135253906
638735,0.001,68.75,-121.59553980999999,52,0.37,11246,638620,12153,4902.456015014648,310.7483184814453
638742,0.001,67.82,-120.28068267999998,52,0.38,11247,638640,12155,5742.561953735351,313.0707244873047
638760,,67.0,-120.49211760999998,52,0.39,11248,,12161,,
638860,0.001,67.64,-122.40664019,52,0.38,11249,638740,12193,4257.050201416016,311.3244293212891
