rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/iterations,time/time_elapsed,time/fps,train/approx_kl,train/loss,train/explained_variance,train/clip_range,train/entropy_loss,train/std,train/value_loss,train/learning_rate,train/n_updates,train/policy_gradient_loss,train/clip_fraction
-565.12655985,100.0,402800,28,593,678,0.08055932,2574.02490234375,0.00399017333984375,0.2,-7.58894910812378,0.8573517799377441,5151.5328125,0.0003,20130,0.015760583117662465,0.5919999837875366
-565.4817470800001,100.0,402900,29,618,651,0.17507957,3157.64013671875,-0.030422329902648926,0.2,-7.5852203369140625,0.8568820953369141,6332.87744140625,0.0003,20135,0.08272172880242579,0.5239999890327454
-565.50181016,100.0,403000,30,646,622,0.46768406,2849.7236328125,0.0035362839698791504,0.2,-7.582643985748291,0.8567416667938232,5705.98740234375,0.0003,20140,0.011639390312484465,0.6339999675750733
-565.71157779,100.0,403100,31,671,600,0.032449264,2654.182373046875,0.011694669723510742,0.2,-7.5820318222045895,0.8565397262573242,5316.9404296875,0.0003,20145,0.010518367169424891,0.463999992609024
-565.68291433,100.0,403200,32,711,567,0.40784842,2997.791259765625,-0.015248656272888184,0.2,-7.5800426483154295,0.8562265634536743,6008.9126953125,0.0003,20150,0.1858686329127522,0.6959999799728394
-566.04598472,100.0,403300,33,731,551,0.07850931,2824.844482421875,0.04179656505584717,0.2,-7.5783538818359375,0.856041431427002,5651.12822265625,0.0003,20155,0.041339278087252754,0.5539999961853027
-566.13782469,100.0,403400,34,750,537,0.12266624,3140.845703125,-0.0864253044128418,0.2,-7.577470970153809,0.8560230135917664,6305.64619140625,0.0003,20160,0.0258307398238685,0.49799997806549073
-566.70253125,100.0,403500,35,775,520,0.08491136,3006.845703125,-0.023287534713745117,0.2,-7.576737403869629,0.8555608987808228,6032.98544921875,0.0003,20165,0.008479156174871605,0.3620000034570694
-566.81199624,100.0,403600,36,798,505,0.037816215,2748.60302734375,0.03346610069274902,0.2,-7.5730188369750975,0.8552338480949402,5496.1998046875,0.0003,20170,0.01856692681030836,0.493999981880188
-566.62993394,100.0,403700,37,829,486,0.06612808,2712.35498046875,-0.02493000030517578,0.2,-7.572002029418945,0.8552898168563843,5435.002734375,0.0003,20175,0.01431557817850262,0.5299999952316284
-566.8535335299999,100.0,403800,38,851,474,0.09418798,2865.74560546875,0.010862469673156738,0.2,-7.572979068756103,0.855523943901062,5746.14208984375,0.0003,20180,0.0034453957974619697,0.41399999260902404
-567.2628438899999,100.0,403900,39,869,464,0.051802043,2483.264404296875,0.024953782558441162,0.2,-7.574519252777099,0.8556196689605713,4997.79921875,0.0003,20185,-0.008012101462009013,0.30599998980760573
-567.7152968199999,100.0,404000,40,897,449,0.1386595,2746.7744140625,0.008871674537658691,0.2,-7.574155330657959,0.8553333282470703,5515.79208984375,0.0003,20190,0.014665201797834015,0.43599998354911806
-567.6463339200001,100.0,404100,41,923,437,0.084734134,2848.248291015625,0.011395692825317383,0.2,-7.571782398223877,0.8550584316253662,5697.70263671875,0.0003,20195,-0.016351802557619522,0.39399999678134917
-568.08041124,100.0,404200,42,944,427,0.05237934,2834.099853515625,-0.03499865531921387,0.2,-7.570863246917725,0.8551105260848999,5700.38125,0.0003,20200,-0.0027557428888940194,0.3199999898672104
-568.0193205800001,100.0,404300,43,969,416,0.22452027,2824.03076171875,0.046724796295166016,0.2,-7.57186861038208,0.8553819060325623,5650.822265625,0.0003,20205,-0.01721794530749321,0.5179999947547913
-567.9814585500001,100.0,404400,44,989,408,0.044250663,2831.323974609375,0.013759434223175049,0.2,-7.573790550231934,0.8555501699447632,5673.5966796875,0.0003,20210,-0.0012087023667845642,0.3039999961853027
-568.65488323,100.0,404500,45,1012,399,0.05247447,2864.64208984375,-0.07264137268066406,0.2,-7.574528503417969,0.855588436126709,5732.85849609375,0.0003,20215,-0.015091628894151655,0.3119999930262566
-568.72893148,100.0,404600,46,1036,390,0.12492719,2749.168701171875,0.06344878673553467,0.2,-7.575043106079102,0.8557671308517456,5506.5560546875,0.0003,20220,-0.015554693373269401,0.44199998378753663
-568.98117318,100.0,404700,47,1060,381,0.010645012,2812.505126953125,0.006914794445037842,0.2,-7.57650146484375,0.8559895753860474,5627.89091796875,0.0003,20225,-0.004866170563036576,0.2639999955892563
-569.0807075499999,100.0,404800,48,1083,373,0.071919374,2887.190185546875,-0.09629809856414795,0.2,-7.57782211303711,0.8561991453170776,5810.51044921875,0.0003,20230,0.0297440890368307,0.3579999923706055
-568.90043557,100.0,404900,49,1109,365,0.12554137,2734.71044921875,0.018573880195617676,0.2,-7.578995323181152,0.856395423412323,5469.22041015625,0.0003,20235,0.05860696193558397,0.4999999821186066
-568.65245456,100.0,405000,50,1132,357,0.06555947,2401.32763671875,0.013899505138397217,0.2,-7.581894111633301,0.8569327592849731,4806.2080078125,0.0003,20240,0.023468110180692746,0.37599999010562896
-569.09135109,100.0,405100,51,1150,352,0.07325252,2490.926025390625,0.01700592041015625,0.2,-7.58635139465332,0.8577949404716492,4987.82529296875,0.0003,20245,0.01970466836937703,0.4259999871253967
-568.89305012,100.0,405200,52,1172,345,0.39532813,2886.43603515625,0.03951060771942139,0.2,-7.5924633026123045,0.8584842085838318,5805.4912109375,0.0003,20250,0.031024480761698215,0.6299999833106995
-569.5811298000001,100.0,405300,53,1194,339,0.06219493,2549.155517578125,0.017308712005615234,0.2,-7.595263481140137,0.8582922220230103,5100.4869140625,0.0003,20255,0.01588637069653487,0.4899999976158142
-569.3974452599999,100.0,405400,54,1212,334,0.086788155,2913.509765625,0.015587687492370605,0.2,-7.592026901245117,0.8577370643615723,5836.51357421875,0.0003,20260,0.035325840189761946,0.55
-569.5994317899999,100.0,405500,55,1237,327,0.14613937,2656.6357421875,0.0008788704872131348,0.2,-7.588619709014893,0.8574120402336121,5317.05478515625,0.0003,20265,0.0025534944812534376,0.5879999876022339
